"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"C9","0603_-_NO_SILK","11030mil","15033mil","11030mil","15033mil","10997mil","15033mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","10915mil","16703mil","10915mil","16703mil","10915mil","16736mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","10715mil","16703mil","10715mil","16703mil","10715mil","16736mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","11650mil","15233mil","11650mil","15233mil","11650mil","15266mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","11650mil","15073mil","11650mil","15073mil","11650mil","15106mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","11270mil","15073mil","11270mil","15073mil","11270mil","15106mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","10734.25mil","15233.003mil","10734.25mil","15233.003mil","10734.25mil","15266.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","10734.25mil","15073.003mil","10734.25mil","15073.003mil","10734.25mil","15106.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","10354.25mil","15073.003mil","10354.25mil","15073.003mil","10354.25mil","15106.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","13540mil","1943mil","13540mil","1943mil","13540mil","1976mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","13866.378mil","960.795mil","13866.378mil","1226.543mil","13596.693mil","1226.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","13039.606mil","960.795mil","13039.606mil","1226.543mil","12769.921mil","1226.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","12325.827mil","794.496mil","12440mil","763mil","12349.449mil","664.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","12325.827mil","1184.496mil","12440mil","1153mil","12349.449mil","1054.575mil","T","270.00","Thermistor A"
"U2","SOIC8","13910mil","1550.008mil","13910mil","1550.008mil","13835mil","1457.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","12987.793mil","1550.011mil","12987.793mil","1550.011mil","12912.793mil","1457.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","14100mil","2667.173mil","14100mil","1803mil","14100mil","1909.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","12170mil","2638.827mil","12170mil","3503mil","12170mil","3396.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","13430mil","1553mil","13430mil","1553mil","13467.402mil","1596.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","13540mil","2093mil","13540mil","2093mil","13540mil","2126mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","13990mil","1373mil","13990mil","1373mil","14023mil","1373mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","12556.926mil","1436.777mil","12556.926mil","1436.777mil","12523.926mil","1436.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","12556.929mil","1629.675mil","12556.929mil","1629.675mil","12523.929mil","1629.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","13990mil","1733mil","13990mil","1733mil","14023mil","1733mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","14170mil","1473mil","14170mil","1473mil","14170mil","1506mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","13750mil","1473mil","13750mil","1473mil","13750mil","1506mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","13590mil","1473mil","13590mil","1473mil","13590mil","1506mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","14170mil","1633mil","14170mil","1633mil","14170mil","1600mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","13850mil","1733mil","13850mil","1733mil","13817mil","1733mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","13850mil","1373mil","13850mil","1373mil","13817mil","1373mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","13074.25mil","1373.003mil","13074.25mil","1373.003mil","13107.25mil","1373.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","13074.25mil","1733.003mil","13074.25mil","1733.003mil","13107.25mil","1733.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","13254.25mil","1473.003mil","13254.25mil","1473.003mil","13254.25mil","1506.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","12834.25mil","1473.003mil","12834.25mil","1473.003mil","12834.25mil","1506.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","12674.25mil","1473.003mil","12674.25mil","1473.003mil","12674.25mil","1506.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","13254.25mil","1633.003mil","13254.25mil","1633.003mil","13254.25mil","1600.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","12934.25mil","1733.003mil","12934.25mil","1733.003mil","12901.25mil","1733.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","12934.25mil","1373.003mil","12934.25mil","1373.003mil","12901.25mil","1373.003mil","T","360.00","Resistor"
"H2","HDR1X12","13440mil","2803mil","13440mil","3353mil","13440mil","3353mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","12740mil","2803mil","12740mil","3353mil","12740mil","3353mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","13015mil","3103mil","13015mil","3103mil","13015mil","3136mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","13215mil","3103mil","13215mil","3103mil","13215mil","3136mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","12556.926mil","1516.777mil","12556.926mil","1516.777mil","12523.926mil","1516.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","12556.929mil","1709.675mil","12556.929mil","1709.675mil","12523.929mil","1709.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","13430mil","1433mil","13430mil","1433mil","13397mil","1433mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","13315mil","3103mil","13315mil","3103mil","13315mil","3136mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","13115mil","3103mil","13115mil","3103mil","13115mil","3136mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","14050mil","1633mil","14050mil","1633mil","14050mil","1666mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","14050mil","1473mil","14050mil","1473mil","14050mil","1506mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","13670mil","1473mil","13670mil","1473mil","13670mil","1506mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","13134.25mil","1633.003mil","13134.25mil","1633.003mil","13134.25mil","1666.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","13134.25mil","1473.003mil","13134.25mil","1473.003mil","13134.25mil","1506.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","12754.25mil","1473.003mil","12754.25mil","1473.003mil","12754.25mil","1506.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","13540mil","5343mil","13540mil","5343mil","13540mil","5376mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","13866.378mil","4360.795mil","13866.378mil","4626.543mil","13596.693mil","4626.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","13039.606mil","4360.795mil","13039.606mil","4626.543mil","12769.921mil","4626.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","12325.827mil","4194.496mil","12440mil","4163mil","12349.449mil","4064.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","12325.827mil","4584.496mil","12440mil","4553mil","12349.449mil","4454.575mil","T","270.00","Thermistor A"
"U2","SOIC8","13910mil","4950.008mil","13910mil","4950.008mil","13835mil","4857.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","12987.793mil","4950.011mil","12987.793mil","4950.011mil","12912.793mil","4857.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","14100mil","6067.173mil","14100mil","5203mil","14100mil","5309.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","12170mil","6038.827mil","12170mil","6903mil","12170mil","6796.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","13430mil","4953mil","13430mil","4953mil","13467.402mil","4996.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","13540mil","5493mil","13540mil","5493mil","13540mil","5526mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","13990mil","4773mil","13990mil","4773mil","14023mil","4773mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","12556.926mil","4836.777mil","12556.926mil","4836.777mil","12523.926mil","4836.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","12556.929mil","5029.675mil","12556.929mil","5029.675mil","12523.929mil","5029.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","13990mil","5133mil","13990mil","5133mil","14023mil","5133mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","14170mil","4873mil","14170mil","4873mil","14170mil","4906mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","13750mil","4873mil","13750mil","4873mil","13750mil","4906mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","13590mil","4873mil","13590mil","4873mil","13590mil","4906mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","14170mil","5033mil","14170mil","5033mil","14170mil","5000mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","13850mil","5133mil","13850mil","5133mil","13817mil","5133mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","13850mil","4773mil","13850mil","4773mil","13817mil","4773mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","13074.25mil","4773.003mil","13074.25mil","4773.003mil","13107.25mil","4773.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","13074.25mil","5133.003mil","13074.25mil","5133.003mil","13107.25mil","5133.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","13254.25mil","4873.003mil","13254.25mil","4873.003mil","13254.25mil","4906.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","12834.25mil","4873.003mil","12834.25mil","4873.003mil","12834.25mil","4906.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","12674.25mil","4873.003mil","12674.25mil","4873.003mil","12674.25mil","4906.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","13254.25mil","5033.003mil","13254.25mil","5033.003mil","13254.25mil","5000.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","12934.25mil","5133.003mil","12934.25mil","5133.003mil","12901.25mil","5133.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","12934.25mil","4773.003mil","12934.25mil","4773.003mil","12901.25mil","4773.003mil","T","360.00","Resistor"
"H2","HDR1X12","13440mil","6203mil","13440mil","6753mil","13440mil","6753mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","12740mil","6203mil","12740mil","6753mil","12740mil","6753mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","13015mil","6503mil","13015mil","6503mil","13015mil","6536mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","13215mil","6503mil","13215mil","6503mil","13215mil","6536mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","12556.926mil","4916.777mil","12556.926mil","4916.777mil","12523.926mil","4916.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","12556.929mil","5109.675mil","12556.929mil","5109.675mil","12523.929mil","5109.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","13430mil","4833mil","13430mil","4833mil","13397mil","4833mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","13315mil","6503mil","13315mil","6503mil","13315mil","6536mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","13115mil","6503mil","13115mil","6503mil","13115mil","6536mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","14050mil","5033mil","14050mil","5033mil","14050mil","5066mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","14050mil","4873mil","14050mil","4873mil","14050mil","4906mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","13670mil","4873mil","13670mil","4873mil","13670mil","4906mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","13134.25mil","5033.003mil","13134.25mil","5033.003mil","13134.25mil","5066.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","13134.25mil","4873.003mil","13134.25mil","4873.003mil","13134.25mil","4906.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","12754.25mil","4873.003mil","12754.25mil","4873.003mil","12754.25mil","4906.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","13540mil","8743mil","13540mil","8743mil","13540mil","8776mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","13866.378mil","7760.795mil","13866.378mil","8026.543mil","13596.693mil","8026.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","13039.606mil","7760.795mil","13039.606mil","8026.543mil","12769.921mil","8026.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","12325.827mil","7594.496mil","12440mil","7563mil","12349.449mil","7464.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","12325.827mil","7984.496mil","12440mil","7953mil","12349.449mil","7854.575mil","T","270.00","Thermistor A"
"U2","SOIC8","13910mil","8350.008mil","13910mil","8350.008mil","13835mil","8257.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","12987.793mil","8350.011mil","12987.793mil","8350.011mil","12912.793mil","8257.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","14100mil","9467.173mil","14100mil","8603mil","14100mil","8709.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","12170mil","9438.827mil","12170mil","10303mil","12170mil","10196.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","13430mil","8353mil","13430mil","8353mil","13467.402mil","8396.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","13540mil","8893mil","13540mil","8893mil","13540mil","8926mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","13990mil","8173mil","13990mil","8173mil","14023mil","8173mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","12556.926mil","8236.777mil","12556.926mil","8236.777mil","12523.926mil","8236.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","12556.929mil","8429.675mil","12556.929mil","8429.675mil","12523.929mil","8429.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","13990mil","8533mil","13990mil","8533mil","14023mil","8533mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","14170mil","8273mil","14170mil","8273mil","14170mil","8306mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","13750mil","8273mil","13750mil","8273mil","13750mil","8306mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","13590mil","8273mil","13590mil","8273mil","13590mil","8306mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","14170mil","8433mil","14170mil","8433mil","14170mil","8400mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","13850mil","8533mil","13850mil","8533mil","13817mil","8533mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","13850mil","8173mil","13850mil","8173mil","13817mil","8173mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","13074.25mil","8173.003mil","13074.25mil","8173.003mil","13107.25mil","8173.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","13074.25mil","8533.003mil","13074.25mil","8533.003mil","13107.25mil","8533.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","13254.25mil","8273.003mil","13254.25mil","8273.003mil","13254.25mil","8306.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","12834.25mil","8273.003mil","12834.25mil","8273.003mil","12834.25mil","8306.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","12674.25mil","8273.003mil","12674.25mil","8273.003mil","12674.25mil","8306.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","13254.25mil","8433.003mil","13254.25mil","8433.003mil","13254.25mil","8400.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","12934.25mil","8533.003mil","12934.25mil","8533.003mil","12901.25mil","8533.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","12934.25mil","8173.003mil","12934.25mil","8173.003mil","12901.25mil","8173.003mil","T","360.00","Resistor"
"H2","HDR1X12","13440mil","9603mil","13440mil","10153mil","13440mil","10153mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","12740mil","9603mil","12740mil","10153mil","12740mil","10153mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","13015mil","9903mil","13015mil","9903mil","13015mil","9936mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","13215mil","9903mil","13215mil","9903mil","13215mil","9936mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","12556.926mil","8316.777mil","12556.926mil","8316.777mil","12523.926mil","8316.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","12556.929mil","8509.675mil","12556.929mil","8509.675mil","12523.929mil","8509.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","13430mil","8233mil","13430mil","8233mil","13397mil","8233mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","13315mil","9903mil","13315mil","9903mil","13315mil","9936mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","13115mil","9903mil","13115mil","9903mil","13115mil","9936mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","14050mil","8433mil","14050mil","8433mil","14050mil","8466mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","14050mil","8273mil","14050mil","8273mil","14050mil","8306mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","13670mil","8273mil","13670mil","8273mil","13670mil","8306mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","13134.25mil","8433.003mil","13134.25mil","8433.003mil","13134.25mil","8466.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","13134.25mil","8273.003mil","13134.25mil","8273.003mil","13134.25mil","8306.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","12754.25mil","8273.003mil","12754.25mil","8273.003mil","12754.25mil","8306.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","13540mil","12143mil","13540mil","12143mil","13540mil","12176mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","13866.378mil","11160.795mil","13866.378mil","11426.543mil","13596.693mil","11426.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","13039.606mil","11160.795mil","13039.606mil","11426.543mil","12769.921mil","11426.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","12325.827mil","10994.496mil","12440mil","10963mil","12349.449mil","10864.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","12325.827mil","11384.496mil","12440mil","11353mil","12349.449mil","11254.575mil","T","270.00","Thermistor A"
"U2","SOIC8","13910mil","11750.008mil","13910mil","11750.008mil","13835mil","11657.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","12987.793mil","11750.011mil","12987.793mil","11750.011mil","12912.793mil","11657.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","14100mil","12867.173mil","14100mil","12003mil","14100mil","12109.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","12170mil","12838.827mil","12170mil","13703mil","12170mil","13596.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","13430mil","11753mil","13430mil","11753mil","13467.402mil","11796.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","13540mil","12293mil","13540mil","12293mil","13540mil","12326mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","13990mil","11573mil","13990mil","11573mil","14023mil","11573mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","12556.926mil","11636.777mil","12556.926mil","11636.777mil","12523.926mil","11636.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","12556.929mil","11829.675mil","12556.929mil","11829.675mil","12523.929mil","11829.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","13990mil","11933mil","13990mil","11933mil","14023mil","11933mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","14170mil","11673mil","14170mil","11673mil","14170mil","11706mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","13750mil","11673mil","13750mil","11673mil","13750mil","11706mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","13590mil","11673mil","13590mil","11673mil","13590mil","11706mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","14170mil","11833mil","14170mil","11833mil","14170mil","11800mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","13850mil","11933mil","13850mil","11933mil","13817mil","11933mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","13850mil","11573mil","13850mil","11573mil","13817mil","11573mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","13074.25mil","11573.003mil","13074.25mil","11573.003mil","13107.25mil","11573.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","13074.25mil","11933.003mil","13074.25mil","11933.003mil","13107.25mil","11933.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","13254.25mil","11673.003mil","13254.25mil","11673.003mil","13254.25mil","11706.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","12834.25mil","11673.003mil","12834.25mil","11673.003mil","12834.25mil","11706.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","12674.25mil","11673.003mil","12674.25mil","11673.003mil","12674.25mil","11706.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","13254.25mil","11833.003mil","13254.25mil","11833.003mil","13254.25mil","11800.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","12934.25mil","11933.003mil","12934.25mil","11933.003mil","12901.25mil","11933.003mil","T","360.00","Resistor"
"R1","0603_-_NO_SILK","12934.25mil","11573.003mil","12934.25mil","11573.003mil","12901.25mil","11573.003mil","T","360.00","Resistor"
"H2","HDR1X12","13440mil","13003mil","13440mil","13553mil","13440mil","13553mil","T","270.00","SparkIO Header 2"
"H1","HDR1X12","12740mil","13003mil","12740mil","13553mil","12740mil","13553mil","T","270.00","SparkIO Header 1"
"C13","0603_-_NO_SILK","13015mil","13303mil","13015mil","13303mil","13015mil","13336mil","T","270.00","Capacitor"
"C12","0603_-_NO_SILK","13215mil","13303mil","13215mil","13303mil","13215mil","13336mil","T","270.00","Capacitor"
"C11","0603_-_NO_SILK","12556.926mil","11716.777mil","12556.926mil","11716.777mil","12523.926mil","11716.777mil","T","360.00","Capacitor"
"C10","0603_-_NO_SILK","12556.929mil","11909.675mil","12556.929mil","11909.675mil","12523.929mil","11909.675mil","T","360.00","Capacitor"
"C9","0603_-_NO_SILK","13430mil","11633mil","13430mil","11633mil","13397mil","11633mil","T","360.00","Capacitor"
"C8","0603_-_NO_SILK","13315mil","13303mil","13315mil","13303mil","13315mil","13336mil","T","270.00","Capacitor"
"C7","0603_-_NO_SILK","13115mil","13303mil","13115mil","13303mil","13115mil","13336mil","T","270.00","Capacitor"
"C6","0603_-_NO_SILK","14050mil","11833mil","14050mil","11833mil","14050mil","11866mil","T","270.00","Capacitor"
"C5","0603_-_NO_SILK","14050mil","11673mil","14050mil","11673mil","14050mil","11706mil","T","270.00","Capacitor"
"C4","0603_-_NO_SILK","13670mil","11673mil","13670mil","11673mil","13670mil","11706mil","T","270.00","Capacitor"
"C3","0603_-_NO_SILK","13134.25mil","11833.003mil","13134.25mil","11833.003mil","13134.25mil","11866.003mil","T","270.00","Capacitor"
"C2","0603_-_NO_SILK","13134.25mil","11673.003mil","13134.25mil","11673.003mil","13134.25mil","11706.003mil","T","270.00","Capacitor"
"C1","0603_-_NO_SILK","12754.25mil","11673.003mil","12754.25mil","11673.003mil","12754.25mil","11706.003mil","T","270.00","Capacitor"
"DS1","LED0603_-_Single","13540mil","15543mil","13540mil","15543mil","13540mil","15576mil","T","270.00","PowerInd"
"J2","PCC-SMP_K_Thermocouple","13866.378mil","14560.795mil","13866.378mil","14826.543mil","13596.693mil","14826.543mil","T","0.00","Thermocouple B"
"J1","PCC-SMP_K_Thermocouple","13039.606mil","14560.795mil","13039.606mil","14826.543mil","12769.921mil","14826.543mil","T","0.00","Thermocouple A"
"J4","Audio_Jack_2.5mm_Mono","12325.827mil","14394.496mil","12440mil","14363mil","12349.449mil","14264.575mil","T","270.00","Thermistor B"
"J3","Audio_Jack_2.5mm_Mono","12325.827mil","14784.496mil","12440mil","14753mil","12349.449mil","14654.575mil","T","270.00","Thermistor A"
"U2","SOIC8","13910mil","15150.008mil","13910mil","15150.008mil","13835mil","15057.488mil","T","90.00","OPAMP dual"
"U1","SOIC8","12987.793mil","15150.011mil","12987.793mil","15150.011mil","12912.793mil","15057.491mil","T","90.00","OPAMP dual"
"TB2","Terminal_Block_3.5mm_x_12","14100mil","16267.173mil","14100mil","15403mil","14100mil","15509.299mil","T","90.00","SparkIO Terminal Block 2"
"TB1","Terminal_Block_3.5mm_x_12","12170mil","16238.827mil","12170mil","17103mil","12170mil","16996.701mil","T","270.00","SparkIO Terminal Block 1"
"U3","SOT23-3L","13430mil","15153mil","13430mil","15153mil","13467.402mil","15196.307mil","T","270.00","Header 3"
"R19","0603_-_NO_SILK","13540mil","15693mil","13540mil","15693mil","13540mil","15726mil","T","270.00","Resistor"
"R18","0603_-_NO_SILK","13990mil","14973mil","13990mil","14973mil","14023mil","14973mil","T","180.00","Resistor"
"R17","0603_-_NO_SILK","12556.926mil","15036.777mil","12556.926mil","15036.777mil","12523.926mil","15036.777mil","T","360.00","Resistor"
"R4","0603_-_NO_SILK","12556.929mil","15229.675mil","12556.929mil","15229.675mil","12523.929mil","15229.675mil","T","360.00","Resistor"
"R15","0603_-_NO_SILK","13990mil","15333mil","13990mil","15333mil","14023mil","15333mil","T","180.00","Resistor"
"R14","0603_-_NO_SILK","14170mil","15073mil","14170mil","15073mil","14170mil","15106mil","T","270.00","Resistor"
"R9","0603_-_NO_SILK","13750mil","15073mil","13750mil","15073mil","13750mil","15106mil","T","270.00","Resistor"
"R12","0603_-_NO_SILK","13590mil","15073mil","13590mil","15073mil","13590mil","15106mil","T","270.00","Resistor"
"R11","0603_-_NO_SILK","14170mil","15233mil","14170mil","15233mil","14170mil","15200mil","T","90.00","Resistor"
"R10","0603_-_NO_SILK","13850mil","15333mil","13850mil","15333mil","13817mil","15333mil","T","360.00","Resistor"
"R13","0603_-_NO_SILK","13850mil","14973mil","13850mil","14973mil","13817mil","14973mil","T","360.00","Resistor"
"R8","0603_-_NO_SILK","13074.25mil","14973.003mil","13074.25mil","14973.003mil","13107.25mil","14973.003mil","T","180.00","Resistor"
"R7","0603_-_NO_SILK","13074.25mil","15333.003mil","13074.25mil","15333.003mil","13107.25mil","15333.003mil","T","180.00","Resistor"
"R6","0603_-_NO_SILK","13254.25mil","15073.003mil","13254.25mil","15073.003mil","13254.25mil","15106.003mil","T","270.00","Resistor"
"R5","0603_-_NO_SILK","12834.25mil","15073.003mil","12834.25mil","15073.003mil","12834.25mil","15106.003mil","T","270.00","Resistor"
"R16","0603_-_NO_SILK","12674.25mil","15073.003mil","12674.25mil","15073.003mil","12674.25mil","15106.003mil","T","270.00","Resistor"
"R3","0603_-_NO_SILK","13254.25mil","15233.003mil","13254.25mil","15233.003mil","13254.25mil","15200.003mil","T","90.00","Resistor"
"R2","0603_-_NO_SILK","12934.25mil","15333.003mil","12934.25mil","15333.003mil","12901.25mil","15333.003mil","T","360.00","Resistor"
